Argument ID	Text	Labels
A18331	We should end the use of economic sanctions against its the only way to send a hard message	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A18334	We should fight for the abolition of nuclear weapons against The risk of nuclear war has made great powers more likely to turn to negotiation and cooperation to settle disputes, and abolishing nuclear weapons would make war less costly and more likely.	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A18338	We should adopt atheism against people have the right to choose any religion they with, atheism should not be forced upon them.	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]
A18339	We should abandon the use of school uniform against school uniform makes all children on a level at school, reducing their differences in background and wealth to unify the class	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A18340	We should prohibit school prayer against we should not prohibit school prayer because it would violate rights some religions	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A18341	We should ban factory farming against for many, eating factory farmed food, is the only way they can afford to eat meat so to ban it would limit the food types poorer people could eat.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]
A18344	We should ban the Church of Scientology against this country was founded by the freedom of religion, so people should have the right to follow any church they want.	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A18350	We should ban private military companies against military is a big organization that needs private company to supply their needs	[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]
A18353	We should subsidize embryonic stem cell research against the nhs has limited funding and this should be spent providing care for those that need it rather than wasting it on research that may not help solve anytihng	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
A18355	We should ban factory farming against let the free market decide whether or not we should allow factory farming	[0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]
A18356	We should ban telemarketing against we live in a capitalist country and telemarketing  is how many businesses grow and develop.	[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A18360	We should ban the use of child actors against the roles of child actors cannot be fulfilled by adults so it would be impossible to ban their use.	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A18361	We should abolish safe spaces against safe spaces provide a valuable service to those who may be suffering from ptsd	[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
A18363	We should subsidize student loans against it isn't the obligation of any tax payer to give money to help someone else get an education.  that is a personal choice, and if they want to go to college they need to pay for it on their own.	[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
A18369	We should abolish the three-strikes laws against this law is good for young people who would learn their lesson and become good adults	[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0]
A18370	We should adopt gender-neutral language against gender-neutral language is unnecessary.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]
A18374	We should subsidize Wikipedia against we should not subsidize wikipedia because it already receives more than enough money through voluntary donations	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A18383	We should adopt libertarianism against libertarianism is a selfish and dangerous philosophy, devoid of empathy and charity. if it were to become the dominant political system, we would see a huge increase in social inequality.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]
A18384	We should ban missionary work against it helps small third world countries become more modernized.	[0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]
A18389	We should ban cosmetic surgery against people have the right to enhance their body in any way they want to.	[0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
A18391	We should subsidize Wikipedia against wikipedia is a private entity and is responsible for its own operating costs	[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
A18393	We should subsidize journalism against journalists get paid enough, they don't need any more money.	[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A18394	We should ban the use of child actors against the usage of child actors should not be banned as they are an important part of the acting field they have adults who can make rationale decisions for them.	[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A18395	We should limit executive compensation against if someone has worked hard to get where they are in a company then they should be rewarded accordingly.	[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]
A18397	We should introduce compulsory voting against people should not be forced to vote if they don't feel compelled to vote for a candidate or issue..	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A18399	We should abolish the right to keep and bear arms against the right to keep and bear arms is an constitutional right that needs to be upheld.	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A18401	We should adopt a multi-party system against introducing a multi-party system would be detrimental to stability and consistency of our political system	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
A18405	We should adopt libertarianism against without regulations and welfare, society would collapse into vast pools of crime and poverty	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A18407	We should subsidize embryonic stem cell research against some religions do not believe in this sort of research.	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
A18409	We should limit judicial activism against it is important that the highly experienced, well trained people at the top of the judicial system can use their own experiences and common sense when passing judgments - else anyone could be a judge.	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]
A18410	We should stop the development of autonomous cars against autonomous cars could prevent traffic jams and accidents.	[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A18411	We should adopt atheism against we should not adopt atheism because everyone should have something to believe in.	[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A18416	We should ban cosmetic surgery for minors against cosmetic surgery might be the only hope for children born with disfigurements that would have severe impact on self-esteem and lead to psychological issues and childhood trauma.	[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A18417	We should ban the Church of Scientology against we should not ban the church of scientology because people have a right to chose their believes	[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]
A18418	We should abolish capital punishment against Abolishing death penalty means abandoning the poor -who suffer the most from high crime rates -  only so that the elites could feel good about themselves.	[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]
A18421	We should ban algorithmic trading against algorithmic trading can do a job that humans are not able to do	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A18422	We should abolish the Olympic Games against they increase tourist activities and are a boost to the local economy.	[0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A18426	We should adopt gender-neutral language against gender-neutral language doesn't always help people clearly communicate what they mean	[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]
A18431	We should stop the development of autonomous cars against developing autonomous cars is a necessity. it would make roads and travel much safer as car accidents account for an incredible amount of deaths. there would be no more drunk and distracted driving accidents.	[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]
A18433	We should ban cosmetic surgery for minors against children should be allowed to have a procedure if they have their parents permission	[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]
A18435	We should prohibit school prayer against the basic message in prayer is universal, encouraging people to be considerate and love one another - this is a basic message for every child in school, irrespective of their religion, and should be encouraged.	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]
A18441	We should subsidize space exploration against we have too many problems here on our own planet to worry about putting money into searching space.	[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A18444	We should ban human cloning against cloning of organs can and will save many lives, people who need organ transplants could be saved by cloning organs for them rather than waiting for others to die, cloned limbs would also help disabled people.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A18445	We should ban algorithmic trading against this helps traders make more informed decisions	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A18447	We should oppose collectivism against collectivism bands people together to solve problems in their communities	[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]
A18448	We should abolish capital punishment against capital punishment is fair if the person had killed someone as they are only getting what they have dealt.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A18467	We should end mandatory retirement against if retirees continue to work past retirement age, there will never be a natural progression through the workplace for the younger generation.	[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A18473	We should abandon the use of school uniform against school uniforms will stop children from wearing and showing offense logos, words, etc., to their peers.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A18477	We should ban factory farming against factory farming is a way of producing cheap meat. without it poorer people may not be able to afford it and may become malnourished.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]
A18478	We should introduce compulsory voting against some people choose not to vote for ethical reasons.	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A18479	We should end the use of economic sanctions against economic sanctions are very effective in dealing with countries who have many human rights abuses on their record.	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A18480	We should legalize sex selection against sex is determined at birth and not something a person should be allowed to change or decide for themselves.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1]
A18481	We should ban telemarketing against Telemarketing involves lower overhead costs and thus saves companies money.	[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A18485	We should abolish capital punishment against it is the most effective deterrent to the worst crimes it is a waste of hard working people's money to pay for someone that committed atrocious crimes, to stay in a prison for the rest of their lives	[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A18486	We should end the use of economic sanctions against the use of economic sanctions are the best recourse we have to safeguard ourselves against problems	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A18492	We should ban whaling against many peoples make there livelihoods on whaling	[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A18498	We should introduce compulsory voting against some citizens simply don't have the time to vote, having more important things that can be way more crucial and holding that against them is authoritarian	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
A18500	We should adopt libertarianism against Libertarianism would end all the state run programs that people rely on.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]
A19003	We should adopt a multi-party system against multiple parties make choosing a leader harder	[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]
A19005	We should legalize sex selection against we shouldn't legalize sex selection because some people can't have children at all, they should be happy that they have blessed with a miracle. if you want to choose a sex then foster or adopt a certain sex	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0]
A19006	We should ban missionary work against missionary work helps the less fortunate countries  with aid and hope.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]
A19009	We should abandon the use of school uniform against uniforms prevent arguments over what is appropriate school attire.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]
A19012	We should oppose collectivism against collectivism looks out for everyone and leaves no one behind	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A19013	We should adopt gender-neutral language against adopting gender neutral language would be expensive and a waste of resources which could be better used elsewhere	[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
A19019	We should adopt an austerity regime against an austerity regime would negatively impact the weakest of our citizens.  we cannot let them slip through the cracks.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]
A19021	We should ban the use of child actors against child actors are an important part of the acting industry and should continue to be allowed with restrictions to ensure the child's well being.	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
A19022	We should fight for the abolition of nuclear weapons against we can't trust every nuclear power to denuclearize, keeping some weapons in stock keeps peace.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]
A19026	We should adopt gender-neutral language against there is no reason to adopt gender-neutral language as the fact that genders do exist and the differences do matter is indisputable!	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]
A19027	We should ban private military companies against this helps cover more issues; the current government is too short staffed to deal with all of the problems.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
A19033	We should adopt an austerity regime against austerity regimes tend to increase unemployment, as government reduction of spending of leads to retrenchment of worker	[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A19035	We should abolish the right to keep and bear arms against not having an armed public would entice the government to become more tyrannical.	[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A19037	We should abolish the three-strikes laws against you can only give someone so many chances. if they have not learnt by the third time it is unlikely they will learn at all.	[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]
A19041	We should adopt a zero-tolerance policy in schools against a zero-tolerance policy gives administrators no leeway if a student commits a less than serious crime.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]
A19042	We should introduce compulsory voting against compulsory voting should not be necessary because people will vote for anyone without researching which could skew outcomes.	[1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A19044	We should adopt atheism against we live in an open society where freedom of religious expression is allowed. to go against that would be a betrayal of western values.	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A19047	We should abandon the use of school uniform against school uniform enables all children to look the same, thus reducing the likelihood of bullying.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A19049	We should legalize sex selection against sex selection is playing god, will create gender imbalances and create negative stereotypes concerning male/female preferences.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
A19050	We should ban cosmetic surgery against cosmetic surgery boosts people's self esteem.	[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A19052	We should subsidize embryonic stem cell research against there are other stem cells that aren't from embryos that could be used instead.	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]
A19054	We should ban cosmetic surgery against we should not ban cosmetic surgery people some people don't like how they look and it's their money if they want to change that	[0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A19056	We should adopt a zero-tolerance policy in schools against We should not adopt zero tolerance policies because they have not improved school discipline in other districts, only introduced more punishments for students.	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]
A19058	We should subsidize embryonic stem cell research against embryonic stem cell research is immoral.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]
A19060	We should ban fast food against fast food is no more unhealthy than  some gourmet food its just  cheaper and made with less costly ingredients. fast food is not the issue, lack of control in eating it is the reason people are fat.	[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]
A19062	We should end the use of economic sanctions against economic sanctions have had a positive effect on denuclearization	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]
A19070	We should ban missionary work against missionaries are necessary as they provide education, health care, and more to those in need.	[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A19076	We should subsidize embryonic stem cell research against like many other advances in science the government should not have to subsidize the research.  if the benefits are there the private sector will find a way to get results.	[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A19077	We should abolish the Olympic Games against the olympic games are essential to allow peaceful competition between nations, without these there would be more wars and battles as countries tried to prove they were better than others.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A19084	We should ban cosmetic surgery for minors against some facial abnormalities or perceived abnormalities cause significant mental distress to young people, influencing their development, when cosmetic surgery could positively transform their lives.	[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A19086	We should introduce compulsory voting against we live in a democratic society and people should not be forced to vote if they dont want to	[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]
A19089	We should ban whaling against some cultures like inuits rely on whales for many things like food and heating, and they use practically the entire whale.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
A19091	We should ban algorithmic trading against trading using an algorithm is more accurate, quicker, and easier.	[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
A19095	We should ban whaling against we use whales for many usable products.	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]
A19096	We should ban missionary work against it is important that we help the less fortunate.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A19097	We should ban algorithmic trading against algorithmic trading merely enables better decisions in investments utilising technology and intelligence	[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
A19099	We should subsidize Wikipedia against wikipedia often contains false information and so can lead to people believing that have no validity in reality.	[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
A19101	We should ban telemarketing against telemarketing allows small businesses to save money by reducing overhead costs.	[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A19102	We should abolish safe spaces against a safe space is a great place for youth to hang out so that they are not in dangerous places.	[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]
A19105	We should ban algorithmic trading against algorithmic trading enables a more level playing field in the trading of shares.	[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A19121	We should ban human cloning against we shouldn't ban human cloning as it could help aid genetic medical problems	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A19122	We should legalize organ trade against organ trade must remain illegal. there is far too much potential for corruption and human trafficking/murder if organs can be sold.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]
A19124	We should stop the development of autonomous cars against autonomous cars will provide a way for people who are blind or handicapped a way to travel	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]
A19125	We should ban missionary work against it`s outrageous to ban missionary work because people who helping other people can`t be banned to do that and can be only awarded and recognized in our society.	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]
A19126	We should subsidize Wikipedia against if the government gives wikipedia funds, wikipedia would be obligated to lean to their agenda	[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
A19128	We should ban fast food against fast food is a great option for people who are to busy to sit down for a meal.	[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1]
A19129	"We should cancel pride parades against it would be a huge step backwards, essentially telling the lgbt community not to have ""pride"" in who they are anymore"	[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]
A19131	We should introduce compulsory voting against compulsory voting will be difficult to enforce on the elderly and others who will have a difficult time voting.	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A19132	We should stop the development of autonomous cars against autonomous cars are our future and provide many benefits	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
A19133	We should abandon the use of school uniform against uniforms create equality and create a sense of belonging in the group	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A19137	We should adopt gender-neutral language against we should not adopt gender-neutral language because the majority of people do identify with a gender and want to be addressed as such.	[1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]
A19139	We should ban the use of child actors against to tell a story in theater or movies we need children actors. without them stories could only be about adults. stories that have entertained us from lassie to mary poppins would not exist.	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A19141	We should stop the development of autonomous cars against autonomous cars can assist the disabled, or those with limited abilities to get about	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]
A19143	We should abolish intellectual property rights against we should  not abolish intellectual property rights because people should get credit for their work.	[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]
A19150	We should end mandatory retirement against if we end mandatory retirement many older workers that want to retire after many years of service may be denied that right	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0]
A19152	We should subsidize student loans against there are more important ways we should be using public money, such as housing and healthcare.	[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
A19155	We should subsidize Wikipedia against subsidizing wikipedia is unnecessary. it's isn't in need of a subsidy. it's doing just fine on it's donations. there's no staff to pay, it's all volunteer. there's no need to waste funds on this.	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
A19157	We should subsidize embryonic stem cell research against to mess with nature could cause unforeseen consequences	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
A19159	We should ban factory farming against we should not ban factory farming because it helps to supply the growing demand for food.	[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]
A19162	We should cancel pride parades against in democracy, everybody has the option to choose what they want and how they want and canceling pride parades will be wrong and opposite of democracy.	[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]
A19164	We should subsidize journalism against good journalists already make enough money to survive and their companies don't need to get more money from the government.	[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]
A19165	We should ban telemarketing against telemarketing is a perfectly valid marketing approach, and is a primary driver of economic activity.	[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A19171	We should ban telemarketing against telemarketing can be a useful tool to bring goods to the attention of people who would not otherwise access the information.	[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
A19173	We should adopt a multi-party system against a two-party system has served us well for years; why change what has worked?	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
A19177	We should oppose collectivism against collectivism brings people together	[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0]
A19184	We should limit judicial activism against judicial activism allows lawful recourse in circumstances of possible justice miscarriages, and is an extra protection against possible corruption and obstructive 'influence' in the higher court.	[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A19185	We should fight for the abolition of nuclear weapons against they are a deterrent for foreign forces not to attack smaller countries	[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A19189	We should subsidize student loans against students loans should not be subsidized as it is a students choosing to continue to go to school on their own accord and whim, not a requirement to be the burden of others.	[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A19192	We should stop the development of autonomous cars against autonomous cars are so valuable for the future in an ever more congested world so we need to invest more in them.	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
A19193	We should legalize sex selection against we should not legalize sex selection because when we do, we are messing with god's will.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
A19196	We should abandon the use of school uniform against school uniforms help everyone feel more like each other and takes the focus off their clothes and allows for more focus on learning.	[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0]
