Argument ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity	Type
A19110	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	train
A19112	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	train
A19113	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	train
A19114	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	train
A19115	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	train
A19116	1	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	train
A19117	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	train
A19118	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	train
A19119	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A19121	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A19122	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	train
A19123	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A19124	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	train
A19125	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	train
A19126	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	train
A19127	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	train
A19128	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	train
A19129	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	train
A19131	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A19132	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	train
A19133	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	train
A19135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	train
A19136	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	train
A19137	1	1	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	train
A19139	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	train
A19141	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	train
A19143	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	train
A19144	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	train
A19145	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A19147	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	train
A19149	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	train
A19150	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	train
A19152	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	train
A19155	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	train
A19156	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A19157	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	train
A19159	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	train
A19161	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	train
A19162	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	train
A19164	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	train
A19165	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A19168	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	train
A19169	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	train
A19170	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	train
A19171	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	train
A19172	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A19173	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	train
A19176	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	train
A19177	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	train
A19178	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A19180	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A19181	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	train
A19182	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	train
A19184	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A19185	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A19188	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	train
A19189	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A19190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	train
A19192	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	train
A19193	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	train
A19194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	train
A19195	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	train
A19196	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	train
A19198	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	train
A19199	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	train
A19200	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	train
A19201	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	train
A19203	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	train
A19204	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	train
A19205	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	train
A19208	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A19210	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	train
A19211	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	train
A19212	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	train
A19213	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	train
A19217	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	train
A19218	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A19222	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A19223	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	train
A19225	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	train
A19229	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	train
A19231	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	train
A19232	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	train
A19233	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A19235	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	train
A19237	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	train
A19238	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	train
A19239	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	train
A19240	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A19241	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	train
A19242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	train
A19245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	train
A19246	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	train
A19247	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	train
A19248	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A19249	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	train
A19250	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	train
A19254	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	train
A19257	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	train
A19259	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	train
A19260	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	train
A19262	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	train
A19264	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	train
A19265	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	train
A19267	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	train
A19271	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A19273	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	train
A19274	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	train
A19276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	train
A19277	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	train
A19278	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A19279	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	train
A19283	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	train
A19284	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	train
A19285	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	train
A19286	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	train
A19288	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	train
A19291	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	train
A19294	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	train
A19296	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A19297	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A19299	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	train
A19300	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A19302	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A19303	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	train
A19304	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	train
A19305	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	train
A19306	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	train
A19307	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	train
A19310	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	train
A19311	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	train
A19312	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	train
A19313	1	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A19314	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	train
A19316	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	train
A19318	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	train
A19320	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	train
A19322	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A19325	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	train
A19326	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	train
A19327	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	train
A19328	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A19329	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	train
A19331	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A19332	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	train
A19333	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	train
A19336	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	train
A19337	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	train
A19341	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	train
A19342	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	train
A19344	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	train
A19345	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	train
A19347	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	train
A19349	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	train
A19350	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	train
A19351	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	train
A19352	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	train
A19353	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	train
A19354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A19356	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	train
A19358	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	train
A19359	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	train
A19361	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	train
A19362	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	train
A19363	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	train
A19365	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	train
A19366	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	train
A19367	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	train
A19369	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	train
A19372	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	train
A19373	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	train
A19374	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	train
A19375	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	train
A19376	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	train
A19377	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	train
A19379	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	train
A19380	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	train
A19381	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	train
A19382	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	train
A19383	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	train
A19386	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	train
A19387	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	train
A19388	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	train
A19389	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A19390	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A19391	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	train
A19392	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A19393	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	train
A19396	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	train
A19400	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	train
A19403	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	train
A19405	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	train
A19406	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A19407	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	train
A19409	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A19410	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	train
A19411	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	train
A19413	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	train
A19414	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	train
A19415	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	train
A19416	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A19420	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	train
A19421	0	1	1	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	1	0	train
A19425	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	train
A19428	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	train
A19429	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A19430	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	train
A19431	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	train
A19435	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	train
A19436	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	train
A19437	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	train
A19439	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	train
A19440	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	train
A19441	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	train
A19442	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	train
A19443	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A19444	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A19445	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A19446	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	train
A19447	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	train
A19448	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	train
A19450	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	train
A19451	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	train
A19452	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	train
A19453	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	train
A19455	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	train
A19456	1	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	train
A19457	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	train
A19458	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	train
A19459	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	train
A19460	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	train
A19461	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	train
A19462	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A19463	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	train
A19464	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	1	train
A19465	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	train
A19467	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	train
A19470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	train
A19472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	train
A19474	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	train
A19476	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	train
A19477	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	train
A19479	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	train
A19480	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	train
A19481	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	train
A19483	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A19484	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	train
A19486	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	train
A19488	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	train
A19489	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A19491	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	train
A19492	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	train
A19494	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	train
A19495	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	train
A19496	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	train
A19497	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	train
A19498	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	train
A19499	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	train
A20001	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A20002	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	train
A20004	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	train
A20005	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	train
A20006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	train
A20007	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	train
A20008	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	train
A20009	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	train
A20011	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	train
A20012	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	train
A20014	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	train
A20015	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	train
A20016	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A20018	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	train
A20019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A20020	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A20021	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	train
A20022	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	train
A20023	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	train
A20024	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	train
A20028	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	train
A20029	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A20030	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	train
A20033	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	train
A20034	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A20037	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A20038	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	train
A20040	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A20043	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A20044	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A20045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	train
A20046	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	train
A20047	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A20048	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A20049	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	train
A20050	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	train
A20053	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	train
A20055	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	train
A20056	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A20057	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	train
A20058	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A20059	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	train
A20060	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	train
